# Undirected graph (each unordered pair of nodes is saved once): email-Enron-subgraph-edge.txt
# Save as tab-separated list of edges
# Nodes: 12231 Edges: 18453
# NodeId	NodeId
93	4809
93	4836
93	5052
93	5157
93	5553
93	5694
93	5703
93	6561
93	6609
93	6657
93	7089
93	7095
93	7236
93	7947
93	8970
93	9045
93	9252
93	9483
93	9489
93	9636
93	10329
93	10440
93	10683
93	10698
93	10701
93	10704
93	10707
93	10710
93	10713
93	10716
93	10719
93	10722
93	10725
93	10728
93	10731
93	10734
93	10737
93	10740
93	10743
93	10746
93	10749
93	10752
93	10755
93	10758
93	10761
93	10764
93	10767
93	10770
96	150
96	870
96	2832
99	102
99	888
99	1926
99	2832
99	2847
99	13356
102	114
102	138
102	147
102	156
102	165
102	180
102	264
102	342
102	360
102	378
102	384
102	402
102	870
102	915
102	939
102	1032
102	1137
102	1341
102	1812
102	1908
102	1917
102	1974
102	2013
102	2415
102	3237
102	4395
102	5532
102	5535
102	5538
102	5541
102	5544
102	5547
102	5550
102	5553
102	5556
102	5559
102	5562
102	5565
102	5568
102	5571
102	5574
102	5577
102	5580
102	5583
102	5586
102	5589
102	5592
102	5595
102	5598
102	5601
102	5604
102	5607
102	5610
102	5613
102	5616
102	5619
102	5622
102	5625
102	5628
108	114
108	138
108	180
108	1734
108	5715
32877	32898
111	114
111	192
111	225
111	255
111	336
111	399
111	525
111	540
111	561
111	642
111	654
111	801
111	804
111	1305
111	1338
111	1371
111	1566
111	1602
111	1683
111	1728
111	1767
111	2601
111	2610
111	2652
111	2736
111	2856
111	2886
111	2955
111	3144
111	3237
111	3240
111	4092
111	4152
111	4161
111	4170
111	4173
111	4191
111	4197
111	4221
111	4233
111	4296
111	4299
111	4302
111	4305
111	4308
111	4311
111	4314
111	4317
114	138
114	141
114	147
114	165
114	192
114	252
114	267
114	279
114	342
114	378
114	870
114	894
114	948
114	1668
114	1821
114	1926
114	1941
114	1971
114	2058
114	2061
114	2280
114	2283
114	2286
114	2289
114	2292
114	2295
114	2298
114	2301
114	2304
114	2307
114	2310
114	2313
114	2316
114	2319
114	2322
114	2325
114	2328
114	2331
114	2334
114	2337
114	2340
114	2343
114	2346
114	2349
114	2352
114	2355
114	2358
114	2361
114	2364
114	2367
114	2370
114	2373
114	2376
114	2379
114	2382
114	2385
114	2388
114	2391
114	2394
114	2397
114	2400
114	2403
114	2406
114	2409
114	2412
114	2415
114	2418
114	2421
114	2424
114	2427
114	2430
114	2433
114	2436
114	2439
114	2442
114	2445
114	2448
114	2451
114	2454
114	2457
114	2460
114	2463
114	2466
117	390
123	144
123	273
123	2718
123	3237
123	4398
123	10281
126	192
126	1086
126	2091
126	2721
126	3174
126	3342
126	4074
126	4281
126	4305
129	14718
132	306
132	357
132	693
132	1038
132	1410
132	1443
132	2091
132	2511
132	4572
132	8943
132	9642
132	12471
132	22386
135	804
138	165
138	240
138	360
138	384
138	762
138	870
138	1074
138	1077
138	1287
138	1767
138	1821
138	1887
138	1890
138	1893
138	1896
138	1899
138	1902
138	1905
138	1908
138	1911
138	1914
138	1917
138	1920
138	1923
138	1926
138	1929
138	1932
138	1935
138	1938
141	342
141	423
141	915
141	939
144	180
144	186
144	192
144	225
144	234
144	255
144	315
144	417
144	462
144	492
144	525
144	528
144	642
144	723
144	1050
144	1191
144	1332
144	1479
144	1683
144	1728
144	1737
144	1767
144	2601
144	2736
144	2886
144	2940
144	2955
144	4149
144	4152
144	4167
144	4173
144	4191
144	4197
144	4215
144	4230
144	4248
144	4293
144	4329
144	4578
144	6744
144	8514
144	16323
144	16326
144	16329
144	16332
144	16335
144	16338
144	16341
147	165
147	180
147	243
147	255
147	267
147	342
147	465
147	549
147	870
147	879
147	948
147	1185
147	1560
147	1668
147	1812
147	1953
147	2337
147	2430
147	2760
147	2787
147	2790
147	3075
147	3231
147	3981
147	3999
147	4644
147	4656
147	6336
147	6927
147	8193
147	9477
147	10032
147	10035
147	10038
147	10041
147	10044
147	10047
147	10050
147	10053
147	10056
147	10059
147	10062
147	10065
147	10068
147	10071
147	10074
147	10077
147	10080
147	10083
147	10086
147	10089
147	10092
147	10095
147	10098
147	10101
147	10104
147	10107
150	156
150	2847
153	462
153	4584
153	17910
153	20103
153	20109
153	20133
156	183
156	246
156	402
156	876
156	888
156	1776
156	1926
156	2175
156	2538
156	2562
156	2865
156	2883
156	2919
156	2925
156	4503
156	7947
159	14706
165	168
165	180
165	225
165	234
165	243
165	255
165	360
165	441
165	465
165	498
165	540
165	549
165	678
165	780
165	870
165	888
165	915
165	918
165	936
165	948
165	1071
165	1077
165	1104
165	1302
165	1317
165	1668
165	1707
165	1767
165	1782
165	1785
165	1788
165	1797
165	1971
165	2031
165	2253
165	2535
165	2592
165	4077
165	4704
165	4872
165	5451
165	5685
165	5838
165	6357
165	6429
165	6540
165	6576
165	6618
165	6645
165	6648
165	8250
165	8253
165	8256
165	8259
168	180
168	183
168	240
168	246
168	252
168	255
168	261
168	309
168	315
168	318
168	408
168	423
168	564
168	630
168	828
168	873
168	1071
168	1104
168	1167
168	1443
168	1782
168	1899
168	2049
168	2262
168	2271
168	2472
168	2475
168	2478
168	2481
168	2484
168	2487
168	2490
168	2493
168	2496
168	2499
168	2502
168	2505
168	2508
171	195
171	240
171	291
171	300
171	456
171	459
171	492
171	516
171	564
171	624
171	693
171	714
171	1215
171	1242
171	1371
171	1485
171	1566
171	1572
171	1932
171	2049
171	2076
171	2931
171	2934
171	2937
171	2940
171	2943
171	2946
171	2949
171	2952
171	2955
171	2958
171	2961
171	2964
171	2967
171	2970
171	2973
171	2976
171	2979
171	2982
171	2985
171	2988
171	2991
174	195
174	234
174	462
174	468
174	516
174	525
174	561
174	675
174	804
174	1308
174	1470
174	2385
174	4494
174	4521
32943	32946
177	186
177	195
177	243
177	255
177	276
177	450
177	498
177	543
177	546
177	582
177	585
177	633
177	723
177	804
177	1077
177	1119
177	1185
177	1401
177	1470
177	2664
177	7050
177	11709
177	11712
180	213
180	225
180	243
180	255
180	315
180	345
180	354
180	393
180	399
180	438
180	444
180	549
180	558
180	735
180	1071
180	1185
180	1308
180	1320
180	1458
180	1602
180	1788
180	1833
180	1899
180	1935
180	2265
180	2268
180	2568
180	2574
180	2577
180	2598
180	2628
180	2637
180	2640
180	3102
180	3123
180	3687
180	3999
180	5715
180	5718
180	5721
183	186
183	195
183	228
183	240
183	273
183	279
183	300
183	345
183	402
183	465
183	471
183	603
183	615
183	630
183	873
183	906
183	918
183	1053
183	1158
183	1248
183	1365
183	1401
183	1419
183	1443
183	1485
183	1560
183	1566
183	1572
183	1584
183	1833
183	1899
183	1902
183	2088
183	2508
183	2529
183	4677
183	4836
183	10821
186	195
186	228
186	234
186	240
186	276
186	279
186	342
186	357
186	378
186	381
186	429
186	438
186	441
186	444
186	462
186	465
186	471
186	480
186	492
186	495
186	498
186	504
186	516
186	519
186	528
186	552
186	570
186	576
186	582
186	585
186	591
186	612
186	630
186	657
186	678
186	771
186	783
186	819
186	870
186	873
186	876
186	882
186	945
186	1038
186	1395
186	1404
186	1452
186	1455
186	1509
186	1515
186	1575
186	1623
186	1692
186	1749
186	4389
186	6033
186	6354
186	10341
186	13080
186	13083
189	204
192	225
192	231
192	234
192	243
192	255
192	315
192	336
192	345
192	417
192	438
192	525
192	549
192	561
192	642
192	723
192	903
192	1050
192	1191
192	1290
192	1308
192	1314
192	1320
192	1323
192	1332
192	1338
192	1371
192	1392
192	1539
192	1683
192	1728
192	1767
192	1821
192	1842
192	2040
192	2229
192	2583
192	2601
192	2640
192	2736
192	2886
192	3135
192	4167
192	4173
192	4185
192	4191
192	4200
192	4248
192	4305
192	4320
192	4323
192	4326
192	4329
192	4332
192	4335
192	4338
192	4341
192	4344
192	4347
192	4350
195	198
195	213
195	219
195	228
195	234
195	240
195	252
195	264
195	279
195	291
195	300
195	318
195	324
195	336
195	345
195	357
195	372
195	378
195	381
195	417
195	420
195	426
195	429
195	441
195	444
195	456
195	462
195	471
195	474
195	477
195	480
195	486
195	489
195	492
195	498
195	504
195	507
195	510
195	516
195	519
195	528
195	531
195	540
195	549
195	555
195	564
195	570
195	576
195	588
195	603
195	615
195	621
195	624
195	639
195	645
195	657
195	672
195	675
195	678
195	684
195	687
195	693
195	708
195	714
195	732
195	744
195	747
195	780
195	783
195	786
195	789
195	798
195	807
195	813
195	816
195	822
195	885
195	891
195	906
195	939
195	948
195	1026
195	1032
195	1038
195	1059
195	1068
195	1077
195	1086
195	1089
195	1110
195	1122
195	1140
195	1167
195	1182
195	1197
195	1239
195	1242
195	1362
195	1368
195	1371
195	1389
195	1395
195	1401
195	1419
195	1455
195	1461
195	1479
195	1488
195	1515
195	1566
195	1572
195	1620
195	1653
195	1689
195	1737
195	1743
195	1806
195	1809
195	1824
195	1836
195	1896
195	1932
195	1995
195	2001
195	2049
195	2052
195	2055
195	2058
195	2076
195	2082
195	2091
195	2145
195	2385
195	2514
195	2517
195	2559
195	2568
195	2715
195	2748
195	2781
195	2922
195	2928
195	2931
195	2934
195	2937
195	2943
195	2961
195	2970
195	2973
195	2979
195	2994
195	3015
195	3141
195	3240
195	3243
195	3246
195	3768
195	4062
195	4068
195	4071
195	4074
195	4098
195	4125
195	4164
195	4227
195	4239
195	4251
195	4254
195	4284
195	4287
195	4293
195	4356
195	4362
195	4365
195	4368
195	4374
195	4380
195	4383
195	4389
195	4506
195	4524
195	4554
195	4569
195	4677
195	4683
195	4686
195	4689
195	4692
195	4695
195	4698
195	4701
195	4707
195	4716
195	4719
195	4728
195	4791
195	4815
195	4818
195	4839
195	4878
195	5148
195	5217
195	5259
195	5295
195	5340
195	5472
195	5625
195	5682
195	5691
195	5844
195	5916
195	6063
195	6078
195	6135
195	6156
195	6189
195	6378
195	6465
195	6657
195	6669
195	6678
195	6783
195	6834
195	6861
195	6930
195	7047
195	7083
195	7086
195	7089
195	7092
195	7095
195	7098
195	7101
195	7104
195	7107
195	7110
195	7113
195	7116
195	7119
195	7122
195	7125
195	7128
195	7131
195	7134
195	7137
195	7140
195	7143
195	7146
195	7149
195	7152
195	7155
195	7158
195	7161
195	7164
195	7167
195	7170
195	7173
195	7176
195	7179
195	7182
195	7185
195	7188
195	7191
195	7194
195	7197
195	7200
195	7203
195	7206
195	7209
195	7212
195	7215
195	7218
195	7221
195	7224
195	7227
195	7230
195	7233
195	7236
195	7239
195	7242
195	7245
195	7248
195	7251
195	7254
195	7257
195	7260
195	7263
195	7266
195	7269
195	7272
195	7275
195	7278
195	7281
195	7284
195	7287
195	7290
195	7293
195	7296
195	7299
195	7302
195	7305
195	7308
195	7311
195	7314
195	7317
195	7320
195	7323
195	7326
195	7329
195	7332
195	7335
195	7338
195	7341
195	7344
195	7347
195	7350
195	7353
195	7356
195	7359
195	7362
195	7365
195	7368
195	7371
195	7374
195	7377
195	7380
195	7383
195	7386
195	7389
195	7392
195	7395
195	7398
195	7401
195	7404
195	7407
195	7410
195	7413
195	7416
195	7419
195	7422
195	7425
195	7428
195	7431
195	7434
195	7437
195	7440
195	7443
195	7446
195	7449
195	7452
195	7455
195	7458
195	7461
195	7464
195	7467
195	7470
195	7473
195	7476
195	7479
195	7482
195	7485
195	7488
195	7491
195	7494
195	7497
195	7500
195	7503
198	342
198	540
198	960
198	1470
198	1662
198	2022
198	4119
198	4521
198	5658
198	5661
198	5688
198	5691
207	342
207	378
207	492
207	879
207	960
207	1389
207	1782
207	1842
207	4371
207	4401
207	4452
207	4455
207	4458
207	4461
207	4464
207	4467
213	228
213	393
213	426
213	471
213	480
213	504
213	510
213	513
213	516
213	519
213	528
213	537
213	543
213	564
213	570
213	576
213	579
213	588
213	624
213	645
213	672
213	780
213	789
213	816
213	822
213	1185
213	1245
213	1425
213	1461
213	1476
213	1527
213	1824
213	1830
213	1881
213	2253
213	2268
213	2571
213	2613
213	2622
213	2637
213	2703
213	3057
213	3108
213	3168
213	3216
213	3348
213	3354
213	4056
213	4440
213	4611
213	4617
213	4737
213	4740
213	4752
213	4755
213	5073
213	5082
213	5148
213	5190
213	5193
213	5196
213	5199
213	5202
213	5205
213	5208
213	5211
213	5214
213	5217
213	5220
213	5223
213	5226
213	5229
213	5232
213	5235
213	5238
213	5241
213	5244
213	5247
213	5250
213	5253
213	5256
213	5259
213	5262
213	5265
213	5268
213	5271
213	5274
213	5277
213	5280
213	5283
213	5286
213	5289
213	5292
213	5295
213	5298
213	5301
213	5304
213	5307
213	5310
213	5313
213	5316
213	5319
213	5322
213	5325
213	5328
213	5331
213	5334
213	5337
213	5340
213	5343
213	5346
213	5349
213	5352
213	5355
213	5358
213	5361
213	5364
213	5367
213	5370
213	5373
213	5376
213	5379
213	5382
213	5385
213	5388
213	5391
213	5394
213	5397
213	5400
213	5403
213	5406
213	5409
213	5412
213	5415
213	5418
213	5421
213	5424
213	5427
213	5430
213	5433
213	5436
213	5439
213	5442
213	5445
213	5448
213	5451
213	5454
213	5457
213	5460
213	5463
213	5466
213	5469
213	5472
213	5475
213	5478
213	5481
213	5484
213	5487
213	5490
213	5493
213	5496
213	5499
213	5502
213	5505
219	426
219	591
219	2001
219	4677
219	5139
219	5145
219	5154
219	5157
219	5160
225	231
225	234
225	243
225	255
225	312
225	315
225	336
225	354
225	360
225	423
225	438
225	444
225	450
225	480
225	492
225	498
225	519
225	525
225	624
225	639
225	723
225	939
225	1161
225	1164
225	1185
225	1245
225	1293
225	1296
225	1305
225	1314
225	1317
225	1320
225	1395
225	1683
225	2160
225	2229
225	2268
225	2574
225	2577
225	2583
225	2601
225	2610
225	2619
225	2628
225	2634
225	2655
225	2658
225	2661
225	2667
225	2673
225	2682
225	2697
225	2736
225	2940
225	3045
225	3069
225	3105
225	3123
225	3135
225	3222
225	3549
225	3669
225	4182
225	4185
225	4236
225	4242
225	4335
225	4623
225	4767
225	4773
225	5256
225	9291
225	16095
225	16098
225	16101
225	16104
225	16107
225	16110
225	16113
225	16116
225	16119
225	16122
225	16125
225	16128
225	16131
225	16134
225	16137
225	16140
225	16143
225	16146
225	16149
225	16152
225	16155
225	16158
225	16161
225	16164
225	16167
225	16170
225	16173
225	16176
225	16179
225	16182
225	16185
225	16188
228	318
228	402
228	423
228	450
228	459
228	462
228	489
228	492
228	531
228	603
228	681
228	714
228	723
228	804
228	816
228	960
228	1203
228	1314
228	1368
228	1371
228	1401
228	1443
228	1455
228	1500
228	1539
228	1602
228	1728
228	1737
228	1824
228	1848
228	1872
228	2088
228	3114
228	3120
228	4128
228	4362
228	4536
228	4791
228	5682
228	7269
228	7632
228	7635
231	1602
234	243
234	255
234	345
234	354
234	444
234	450
234	456
234	462
234	480
234	498
234	513
234	525
234	543
234	546
234	582
234	591
234	666
234	678
234	681
234	723
234	861
234	1026
234	1077
234	1290
234	1293
234	1296
234	1299
234	1302
234	1305
234	1308
234	1311
234	1314
234	1317
234	1320
234	1323
234	1326
234	1329
234	1332
234	1335
234	1338
33003	33015
237	4089
240	243
240	246
240	252
240	255
240	297
240	300
240	345
240	357
240	378
240	408
240	441
240	465
240	540
240	549
240	564
240	714
240	828
240	882
240	939
240	1038
240	1068
240	1071
240	1098
240	1242
240	1368
240	1371
240	1560
240	1566
240	1791
240	1851
240	1899
240	1902
240	1911
240	1914
240	1929
240	1932
240	1935
240	2052
240	2055
240	2076
240	2472
240	2508
240	2559
240	2733
240	2766
240	2943
240	4092
240	4380
240	4713
240	4722
240	4809
240	4812
240	4815
240	4818
240	4821
240	4824
240	4827
240	4830
240	4833
240	4836
240	4839
240	4842
240	4845
240	4848
240	4851
243	255
243	312
243	315
243	354
243	423
243	444
243	450
243	462
243	477
243	480
243	492
243	498
243	519
243	525
243	543
243	573
243	576
243	639
243	651
243	666
243	681
243	726
243	780
243	804
243	837
243	924
243	1026
243	1056
243	1107
243	1137
243	1176
243	1185
243	1188
243	1245
243	1305
243	1338
243	1428
243	1458
243	2160
243	2229
243	2268
243	2577
243	2601
243	2619
243	2640
243	2664
243	2697
243	2706
243	3015
243	3027
243	3030
243	3033
243	3036
243	3039
243	3042
243	3045
243	3048
243	3051
243	3054
243	3057
243	3060
243	3063
243	3066
243	3069
243	3072
243	3075
243	3078
243	3081
243	3084
243	3087
243	3090
243	3093
243	3096
243	3099
243	3102
243	3105
246	261
246	345
246	828
246	2487
246	2538
246	2856
246	7947
249	456
249	582
249	633
249	861
252	342
252	408
252	423
252	714
252	828
252	960
252	1032
252	1137
252	1782
252	1809
252	1899
252	2271
252	2487
252	2496
252	2559
252	2733
252	4098
252	4113
252	4275
252	4353
252	4371
252	4386
252	4452
252	4722
252	4725
252	4728
252	4731
255	312
255	315
255	354
255	399
255	423
255	438
255	480
255	504
255	525
255	549
255	561
255	642
255	645
255	723
255	735
255	984
255	1017
255	1149
255	1185
255	1254
255	1305
255	1308
255	1320
255	1323
255	1332
255	1338
255	1545
255	1767
255	2160
255	2274
255	2574
255	2577
255	2580
255	2601
255	2610
255	2619
255	2625
255	2628
255	2640
255	2643
255	2655
255	2679
255	2682
255	2697
255	2703
255	2736
255	2886
255	2940
255	3045
255	3075
255	3108
255	3114
255	3123
255	3135
255	3183
255	3237
255	3246
255	3264
255	3381
255	3402
255	3453
255	3486
255	3561
255	3645
255	3966
255	3999
255	4152
255	4170
255	4179
255	4182
255	4215
255	4224
255	4335
255	4761
255	4773
255	4800
255	5631
255	5634
255	5637
255	5640
255	5643
255	5646
255	5649
255	5652
33024	33027
261	273
261	309
261	345
261	408
261	423
261	429
261	516
261	591
261	639
261	681
261	762
261	792
261	828
261	873
261	915
261	918
261	936
261	1071
261	1560
261	1734
261	1782
261	1899
261	1917
261	1935
261	2271
261	2472
261	2487
261	2496
261	2505
261	2733
261	2841
261	4530
261	4809
261	4851
261	5565
261	6810
261	7320
261	7947
261	8220
261	8241
261	11592
261	12012
261	13977
261	24276
264	273
264	360
264	378
264	402
264	423
264	444
264	447
264	489
264	603
264	678
264	723
264	762
264	864
264	867
264	879
264	915
264	1032
264	1035
264	1041
264	1050
264	1053
264	1068
264	1080
264	1095
264	1113
264	1137
264	1140
264	1143
264	1173
264	1191
264	1194
264	1233
264	1788
264	1821
264	1962
264	2061
264	2088
264	2478
264	3231
264	3237
264	4086
264	4398
264	4530
264	4704
264	5562
264	6009
264	6696
264	6960
264	8742
264	9486
264	10212
264	12243
264	12246
264	12249
264	12252
267	342
267	558
267	657
267	792
267	948
267	1137
267	2082
267	2295
267	2298
267	2316
267	2322
267	2367
267	2376
267	2412
267	2424
267	2427
267	5952
267	5955
267	5958
267	5961
267	5964
267	5967
33036	33039
270	273
273	288
273	291
273	336
273	360
273	378
273	402
273	405
273	420
273	423
273	444
273	462
273	477
273	489
273	501
273	516
273	522
273	525
273	573
273	585
273	591
273	603
273	639
273	651
273	669
273	675
273	678
273	681
273	684
273	690
273	708
273	723
273	726
273	756
273	762
273	768
273	771
273	780
273	813
273	816
273	864
273	879
273	915
273	924
273	1026
273	1032
273	1041
273	1044
273	1047
273	1050
273	1068
273	1077
273	1080
273	1083
273	1095
273	1101
273	1104
273	1110
273	1113
273	1116
273	1119
273	1122
273	1125
273	1128
273	1137
273	1140
273	1143
273	1146
273	1152
273	1164
273	1170
273	1176
273	1188
273	1191
273	1206
273	1209
273	1221
273	1233
273	1236
273	1305
273	1341
273	1344
273	1350
273	1404
273	1419
273	1455
273	1458
273	1461
273	1467
273	1524
273	1527
273	1566
273	1572
273	1623
273	1629
273	1653
273	1662
273	1743
273	1815
273	1842
273	1935
273	1941
273	1962
273	2010
273	2058
273	2082
273	2142
273	2229
273	2385
273	2670
273	2721
273	2748
273	2772
273	2787
273	2793
273	2814
273	2892
273	3021
273	3075
273	3219
273	3669
273	3828
273	3981
273	4008
273	4071
273	4293
273	4365
273	4374
273	4506
273	4509
273	4515
273	4521
273	4524
273	4527
273	4530
273	4542
273	4545
273	4551
273	4560
273	4572
273	4683
273	4695
273	4716
273	4791
273	4878
273	5118
273	5211
273	5484
273	5733
273	5949
273	5970
273	5976
273	5988
273	5991
273	6009
273	6015
273	6024
273	6048
273	6075
273	6081
273	6111
273	6120
273	6129
273	6150
273	6153
273	6234
273	6258
273	6267
273	6270
273	6276
273	6324
273	6357
273	6372
273	6387
273	6399
273	6405
273	6414
273	6459
273	6465
273	6507
273	6654
273	6825
273	7146
273	7155
273	7269
273	7326
273	7437
273	7467
273	7491
273	7503
273	7506
273	7515
273	7527
273	7797
273	8235
273	8580
273	8664
273	8667
273	8694
273	8736
273	8973
273	9102
273	9228
273	9276
273	9342
273	9345
273	9786
273	10302
273	10374
273	10482
273	10509
273	10572
273	10608
273	10647
273	10662
273	10722
273	10860
273	10929
273	10962
273	11340
273	11547
273	11604
273	11607
273	11613
273	11616
273	11670
273	11745
273	11940
273	12192
273	12201
273	12258
273	12264
273	12300
273	12321
273	12330
273	12339
273	12792
273	12960
273	13080
273	13221
273	14049
273	14055
273	14061
273	14067
273	14274
273	14304
273	14568
273	14751
273	15297
273	15936
273	15942
273	15948
273	15951
273	15954
273	15957
273	15960
273	15963
273	15966
273	15969
273	15972
273	15975
273	15981
273	15984
273	16377
273	16392
273	16395
273	16407
273	16548
273	16713
273	17037
273	17073
273	17136
273	17139
273	17145
273	17148
273	17151
273	17154
273	17157
273	17160
273	17178
273	17187
273	17208
273	17211
273	17214
273	17229
273	17244
273	17253
273	17256
273	17259
273	17262
273	17265
273	17268
273	17301
273	17307
273	17313
273	17316
273	17319
273	17322
273	17325
273	17328
273	17331
273	17334
273	17337
273	17340
273	17343
273	17346
273	17349
273	17352
273	17355
273	17358
273	17361
273	17364
273	17367
273	17370
273	17373
